questions,answer,grouped_answers
"BRAKE, MOVE, OTTER, CHIN, SADDLE, SEAL, DOLPHIN, SPOKE, CHAIN, CUB, VEND, MALT, PEDDLE, MANATEE, TONG, HAWK","[['DOLPHIN', 'MANATEE', 'OTTER', 'SEAL'], ['BRAKE', 'CHAIN', 'SADDLE', 'SPOKE'], ['HAWK', 'MOVE', 'PEDDLE', 'VEND'], ['CHIN', 'CUB', 'MALT', 'TONG']]","MARINE MAMMALS - ['DOLPHIN', 'MANATEE', 'OTTER', 'SEAL']
BIKE PARTS - ['BRAKE', 'CHAIN', 'SADDLE', 'SPOKE']
SYNONYMS FOR SELL - ['HAWK', 'MOVE', 'PEDDLE', 'VEND']
COUNTRIES WHEN “A” IS ADDED - ['CHIN', 'CUB', 'MALT', 'TONG']"
"HILL, PLAIN, CEDAR, ONION, PLATEAU, VALLEY, POPPY, ELM, ASH, MAPLE, SESAME, JUMP, MOUNTAIN, PINE, EVERYTHING, FEAR","[['ASH', 'CEDAR', 'MAPLE', 'PINE'], ['HILL', 'MOUNTAIN', 'PLATEAU', 'VALLEY'], ['EVERYTHING', 'ONION', 'PLAIN', 'POPPY'], ['ELM', 'FEAR', 'JUMP', 'SESAME']]","TREES - ['ASH', 'CEDAR', 'MAPLE', 'PINE']
LAND FORMATIONS - ['HILL', 'MOUNTAIN', 'PLATEAU', 'VALLEY']
BAGEL FLAVORS - ['EVERYTHING', 'ONION', 'PLAIN', 'POPPY']
STREETS ON SCREEN - ['ELM', 'FEAR', 'JUMP', 'SESAME']"
"NEWTON, CLOCK, SECOND, PIXIE, BOB, CROP, HERTZ, NO, PEPPER, SUNDIAL, J, EVIL, HOURGLASS, WATCH, MOLE, SHAG","[['CLOCK', 'HOURGLASS', 'SUNDIAL', 'WATCH'], ['BOB', 'CROP', 'PIXIE', 'SHAG'], ['HERTZ', 'MOLE', 'NEWTON', 'SECOND'], ['EVIL', 'J', 'NO', 'PEPPER']]","TIMEKEEPING DEVICES - ['CLOCK', 'HOURGLASS', 'SUNDIAL', 'WATCH']
HAIRSTYLES - ['BOB', 'CROP', 'PIXIE', 'SHAG']
UNITS OF MEASURE - ['HERTZ', 'MOLE', 'NEWTON', 'SECOND']
DR. ___ - ['EVIL', 'J', 'NO', 'PEPPER']"
"CAP, COVER, CAT EYE, AVIATOR, LID, HARP, TOP, BASSOON, HOODED, MONK, FLUTE, OBOE, WAYFARER, HARBOR, CLARINET, WRAPAROUND","[['BASSOON', 'CLARINET', 'FLUTE', 'OBOE'], ['CAP', 'COVER', 'LID', 'TOP'], ['AVIATOR', 'CAT EYE', 'WAYFARER', 'WRAPAROUND'], ['HARBOR', 'HARP', 'HOODED', 'MONK']]","WOODWINDS - ['BASSOON', 'CLARINET', 'FLUTE', 'OBOE']
COVERINGS - ['CAP', 'COVER', 'LID', 'TOP']
SUNGLASSES - ['AVIATOR', 'CAT EYE', 'WAYFARER', 'WRAPAROUND']
SEALS - ['HARBOR', 'HARP', 'HOODED', 'MONK']"
"BREW, JAPAN, PALAU, LUCKY, MUD, VOSS, POP, EVIAN, CUBA, SAM, TONY, DASANI, MALTA, JAVA, JOE, FIJI","[['DASANI', 'EVIAN', 'FIJI', 'VOSS'], ['BREW', 'JAVA', 'JOE', 'MUD'], ['CUBA', 'JAPAN', 'MALTA', 'PALAU'], ['LUCKY', 'POP', 'SAM', 'TONY']]","BOTTLED WATER BRANDS - ['DASANI', 'EVIAN', 'FIJI', 'VOSS']
SLANG FOR COFFEE - ['BREW', 'JAVA', 'JOE', 'MUD']
ISLAND COUNTRIES - ['CUBA', 'JAPAN', 'MALTA', 'PALAU']
CEREAL MASCOTS - ['LUCKY', 'POP', 'SAM', 'TONY']"
"FAT, HYPHEN, FINS, DASH, SNORKEL, RACE, COMMA, MASK, SPRINT, TANK, PERIOD, HOUSE, DOJA, JUNGLE, BOLT, COLON","[['FINS', 'MASK', 'SNORKEL', 'TANK'], ['COLON', 'COMMA', 'HYPHEN', 'PERIOD'], ['BOLT', 'DASH', 'RACE', 'SPRINT'], ['DOJA', 'FAT', 'HOUSE', 'JUNGLE']]","SCUBA GEAR - ['FINS', 'MASK', 'SNORKEL', 'TANK']
PUNCTUATION MARKS - ['COLON', 'COMMA', 'HYPHEN', 'PERIOD']
RUN QUICKLY - ['BOLT', 'DASH', 'RACE', 'SPRINT']
___ CAT - ['DOJA', 'FAT', 'HOUSE', 'JUNGLE']"
"BANANA, HARDY, FURIOUS, PUFFIN, SUNFLOWER, BEACH, INCENSED, IRATE, PELICAN, SCHOOL BUS, LIVID, LOST, GULL, BEASTIE, BOOBY, CANARY","[['FURIOUS', 'INCENSED', 'IRATE', 'LIVID'], ['BANANA', 'CANARY', 'SCHOOL BUS', 'SUNFLOWER'], ['BOOBY', 'GULL', 'PELICAN', 'PUFFIN'], ['BEACH', 'BEASTIE', 'HARDY', 'LOST']]","SYNONYMS FOR ANGRY - ['FURIOUS', 'INCENSED', 'IRATE', 'LIVID']
THINGS THAT ARE YELLOW - ['BANANA', 'CANARY', 'SCHOOL BUS', 'SUNFLOWER']
MARINE BIRDS - ['BOOBY', 'GULL', 'PELICAN', 'PUFFIN']
___ BOYS - ['BEACH', 'BEASTIE', 'HARDY', 'LOST']"
"TESLA, COPY, PASTE, LEAST, UNDO, STALE, CUT, GAS, PLASMA, TRASH, CRUSH, ROUT, SLATE, LIQUID, SHELLAC, SOLID","[['GAS', 'LIQUID', 'PLASMA', 'SOLID'], ['COPY', 'CUT', 'PASTE', 'UNDO'], ['CRUSH', 'ROUT', 'SHELLAC', 'TRASH'], ['LEAST', 'SLATE', 'STALE', 'TESLA']]","STATES OF MATTER - ['GAS', 'LIQUID', 'PLASMA', 'SOLID']
EDIT MENU COMMANDS - ['COPY', 'CUT', 'PASTE', 'UNDO']
DEFEAT BADLY - ['CRUSH', 'ROUT', 'SHELLAC', 'TRASH']
ANAGRAMS - ['LEAST', 'SLATE', 'STALE', 'TESLA']"
"SONIC, FLOYD, OUTBACK, TRAIN, DAY, STRIPES, THUNDER, SUBWAY, BOAT, PLANE, CHECKERS, CAR, KING, MAGIC, SABBATH, SUN","[['BOAT', 'CAR', 'PLANE', 'TRAIN'], ['KING', 'MAGIC', 'SUN', 'THUNDER'], ['CHECKERS', 'OUTBACK', 'SONIC', 'SUBWAY'], ['DAY', 'FLOYD', 'SABBATH', 'STRIPES']]","MODES OF TRANSPORTATION - ['BOAT', 'CAR', 'PLANE', 'TRAIN']
NBA PLAYERS - ['KING', 'MAGIC', 'SUN', 'THUNDER']
FAST FOOD CHAINS - ['CHECKERS', 'OUTBACK', 'SONIC', 'SUBWAY']
BAND NAMES MINUS COLORS - ['DAY', 'FLOYD', 'SABBATH', 'STRIPES']"
"PHILADELPHIA, CHICAGO, HURRICANE, ELLE, COSMOPOLITAN, W, ALLURE, SQUALL, SCREWDRIVER, MUNICH, RIO, GLAMOUR, CYCLONE, MANHATTAN, BLIZZARD, TORNADO","[['CHICAGO', 'MUNICH', 'PHILADELPHIA', 'RIO'], ['ALLURE', 'ELLE', 'GLAMOUR', 'W'], ['BLIZZARD', 'CYCLONE', 'SQUALL', 'TORNADO'], ['COSMOPOLITAN', 'HURRICANE', 'MANHATTAN', 'SCREWDRIVER']]","MOVIE TITLE CITIES - ['CHICAGO', 'MUNICH', 'PHILADELPHIA', 'RIO']
FASHION MAGAZINES - ['ALLURE', 'ELLE', 'GLAMOUR', 'W']
STORMS - ['BLIZZARD', 'CYCLONE', 'SQUALL', 'TORNADO']
COCKTAILS - ['COSMOPOLITAN', 'HURRICANE', 'MANHATTAN', 'SCREWDRIVER']"
"GECKO, TREE, GRASSLAND, TUNDRA, WARRIOR, CAN, NAE, COBRA, IGUANA, CHAMELEON, MONITOR, GO, DESERT, LOTUS, FOREST, CHA","[['DESERT', 'FOREST', 'GRASSLAND', 'TUNDRA'], ['CHAMELEON', 'GECKO', 'IGUANA', 'MONITOR'], ['COBRA', 'LOTUS', 'TREE', 'WARRIOR'], ['CAN', 'CHA', 'GO', 'NAE']]","BIOMES - ['DESERT', 'FOREST', 'GRASSLAND', 'TUNDRA']
LIZARDS - ['CHAMELEON', 'GECKO', 'IGUANA', 'MONITOR']
YOGA POSES - ['COBRA', 'LOTUS', 'TREE', 'WARRIOR']
DANCES WHEN DOUBLED - ['CAN', 'CHA', 'GO', 'NAE']"
"GHOST, POKE, BEAST, PHANTOM, SCAR, LINEN, DENIM, CORDUROY, SPECTER, TWEED, GENIE, RIB, TEASE, SPIRIT, NEEDLE, STITCH","[['CORDUROY', 'DENIM', 'LINEN', 'TWEED'], ['GHOST', 'PHANTOM', 'SPECTER', 'SPIRIT'], ['NEEDLE', 'POKE', 'RIB', 'TEASE'], ['BEAST', 'GENIE', 'SCAR', 'STITCH']]","FABRICS - ['CORDUROY', 'DENIM', 'LINEN', 'TWEED']
APPARITIONS - ['GHOST', 'PHANTOM', 'SPECTER', 'SPIRIT']
SYNONYMS FOR BOTHER - ['NEEDLE', 'POKE', 'RIB', 'TEASE']
DISNEY CHARACTERS - ['BEAST', 'GENIE', 'SCAR', 'STITCH']"
"ALARM, CUCKOO, COUSIN, DAFFY, NEPHEW, DAISY, BIOLOGICAL, DEWEY, SCROOGE, KOOKY, WACKY, QUIRKY, GRANDFATHER, MOTHER, DONALD, AUNT","[['AUNT', 'COUSIN', 'MOTHER', 'NEPHEW'], ['DAFFY', 'KOOKY', 'QUIRKY', 'WACKY'], ['DAISY', 'DEWEY', 'DONALD', 'SCROOGE'], ['ALARM', 'BIOLOGICAL', 'CUCKOO', 'GRANDFATHER']]","RELATIVES - ['AUNT', 'COUSIN', 'MOTHER', 'NEPHEW']
SYNONYMS FOR OFFBEAT - ['DAFFY', 'KOOKY', 'QUIRKY', 'WACKY']
DISNEY DUCKS - ['DAISY', 'DEWEY', 'DONALD', 'SCROOGE']
___ CLOCK - ['ALARM', 'BIOLOGICAL', 'CUCKOO', 'GRANDFATHER']"
"NICK, DIM, INCH, QUART, SCHNITZEL, TEMPERA, KATSU, SAMOSA, FOOT, OIL, MILE, YARD, PEN, ACRYLIC, FALAFEL, WATERCOLOR","[['FOOT', 'INCH', 'MILE', 'YARD'], ['ACRYLIC', 'OIL', 'TEMPERA', 'WATERCOLOR'], ['FALAFEL', 'KATSU', 'SAMOSA', 'SCHNITZEL'], ['DIM', 'NICK', 'PEN', 'QUART']]","UNITS OF LENGTH - ['FOOT', 'INCH', 'MILE', 'YARD']
TYPES OF PAINT - ['ACRYLIC', 'OIL', 'TEMPERA', 'WATERCOLOR']
DEEP-FRIED FOOD - ['FALAFEL', 'KATSU', 'SAMOSA', 'SCHNITZEL']
STARTS OF U.S. COINS - ['DIM', 'NICK', 'PEN', 'QUART']"
"MATCH, SUB, GRINDER, ANT, HOAGIE, HINGE, NEAR DARK, TWILIGHT, BLADE, LOST BOYS, WEST, SCOTT, BUMBLE, DRIVER, TINDER, HERO","[['HERO', 'HOAGIE', 'GRINDER', 'SUB'], ['BUMBLE', 'HINGE', 'MATCH', 'TINDER'], ['BLADE', 'LOST BOYS', 'NEAR DARK', 'TWILIGHT'], ['ANT', 'DRIVER', 'SCOTT', 'WEST']]","LONG SANDWICHES - ['HERO', 'HOAGIE', 'GRINDER', 'SUB']
DATING APPS - ['BUMBLE', 'HINGE', 'MATCH', 'TINDER']
VAMPIRE MOVIES - ['BLADE', 'LOST BOYS', 'NEAR DARK', 'TWILIGHT']
ADAMS - ['ANT', 'DRIVER', 'SCOTT', 'WEST']"
"MONITOR, TRIANGLE, MOAN, GERBIL, CARP, MOUSE, HAMSTER, GROUSE, ORGAN, RAT, VOLE, SPEAKER, HORN, HARP, KEYBOARD, GRIPE","[['KEYBOARD', 'MONITOR', 'MOUSE', 'SPEAKER'], ['GERBIL', 'HAMSTER', 'RAT', 'VOLE'], ['HARP', 'HORN', 'ORGAN', 'TRIANGLE'], ['CARP', 'GRIPE', 'GROUSE', 'MOAN']]","COMPUTER EQUIPMENT - ['KEYBOARD', 'MONITOR', 'MOUSE', 'SPEAKER']
RODENTS - ['GERBIL', 'HAMSTER', 'RAT', 'VOLE']
MUSICAL INSTRUMENTS - ['HARP', 'HORN', 'ORGAN', 'TRIANGLE']
SYNONYMS FOR COMPLAIN - ['CARP', 'GRIPE', 'GROUSE', 'MOAN']"
"CHEM, ORDER, SWARM, STATS, HERD, DOMAIN, BAKED, HIGH, CLASS, GOV, LIT, BLAZED, BIO, COLONY, PRIDE, FAMILY","[['COLONY', 'HERD', 'PRIDE', 'SWARM'], ['BAKED', 'BLAZED', 'HIGH', 'LIT'], ['BIO', 'CHEM', 'GOV', 'STATS'], ['CLASS', 'DOMAIN', 'FAMILY', 'ORDER']]","ANIMAL GROUP NAMES - ['COLONY', 'HERD', 'PRIDE', 'SWARM']
STONED - ['BAKED', 'BLAZED', 'HIGH', 'LIT']
AP CLASSES - ['BIO', 'CHEM', 'GOV', 'STATS']
TAXONOMY RANKS - ['CLASS', 'DOMAIN', 'FAMILY', 'ORDER']"
"SHRINE, SILK, GARFIELD, TEMPLE, GROVER, HIGH, CHESTER, ROCKY, TOM, CALVIN, ALTAR, HARRY, SYLVESTER, RELIQUARY, FELIX, ABBEY","[['ALTAR', 'RELIQUARY', 'SHRINE', 'TEMPLE'], ['FELIX', 'GARFIELD', 'SYLVESTER', 'TOM'], ['CALVIN', 'CHESTER', 'GROVER', 'HARRY'], ['ABBEY', 'HIGH', 'ROCKY', 'SILK']]","PLACES FOR WORSHIP - ['ALTAR', 'RELIQUARY', 'SHRINE', 'TEMPLE']
CARTOON CATS - ['FELIX', 'GARFIELD', 'SYLVESTER', 'TOM']
PRESIDENTIAL FIRST NAMES - ['CALVIN', 'CHESTER', 'GROVER', 'HARRY']
___ ROAD - ['ABBEY', 'HIGH', 'ROCKY', 'SILK']"
"EGGNOG, BLOCKS, GIGGLE, BAGGAGE, PUCK, DUNCAN, MEMORY, JULIET, HOCKEY, VIOLA, FISH, SELFIE, LEGGINGS, DOLL, YO-YO, TOP","[['BLOCKS', 'DOLL', 'TOP', 'YO-YO'], ['BAGGAGE', 'EGGNOG', 'GIGGLE', 'LEGGINGS'], ['DUNCAN', 'JULIET', 'PUCK', 'VIOLA'], ['FISH', 'HOCKEY', 'MEMORY', 'SELFIE']]","CLASSIC TOYS - ['BLOCKS', 'DOLL', 'TOP', 'YO-YO']
WORDS WITH THREE G’S - ['BAGGAGE', 'EGGNOG', 'GIGGLE', 'LEGGINGS']
SHAKESPEARE CHARACTERS - ['DUNCAN', 'JULIET', 'PUCK', 'VIOLA']
___ STICK - ['FISH', 'HOCKEY', 'MEMORY', 'SELFIE']"
"CHAINZ, PAC, FROGGER, SAVAGE, TANGO, SWING, PONG, SALSA, SWIPE, TAP, CENT, BREAKOUT, PINCH, SPREAD, HUSTLE, ASTEROIDS","[['ASTEROIDS', 'BREAKOUT', 'FROGGER', 'PONG'], ['HUSTLE', 'SALSA', 'SWING', 'TANGO'], ['PINCH', 'SPREAD', 'SWIPE', 'TAP'], ['CENT', 'CHAINZ', 'PAC', 'SAVAGE']]","CLASSIC ARCADE GAMES - ['ASTEROIDS', 'BREAKOUT', 'FROGGER', 'PONG']
DANCES - ['HUSTLE', 'SALSA', 'SWING', 'TANGO']
TOUCHSCREEN GESTURES - ['PINCH', 'SPREAD', 'SWIPE', 'TAP']
RAPPERS MINUS NUMBERS - ['CENT', 'CHAINZ', 'PAC', 'SAVAGE']"
"HOUNDSTOOTH, FICTION, STRIPES, HORROR, PLAID, PAISLEY, WESTERN, MUSICAL, LIE, DOT, ROMANCE, WHOPPER, TALE, KISS, FIB, GOOBER","[['HORROR', 'MUSICAL', 'ROMANCE', 'WESTERN'], ['HOUNDSTOOTH', 'PAISLEY', 'PLAID', 'STRIPES'], ['FIB', 'FICTION', 'LIE', 'TALE'], ['DOT', 'GOOBER', 'KISS', 'WHOPPER']]","MOVIE GENRES - ['HORROR', 'MUSICAL', 'ROMANCE', 'WESTERN']
PATTERNS - ['HOUNDSTOOTH', 'PAISLEY', 'PLAID', 'STRIPES']
SYNONYMS FOR FALSEHOOD - ['FIB', 'FICTION', 'LIE', 'TALE']
CANDY PIECES - ['DOT', 'GOOBER', 'KISS', 'WHOPPER']"
"FLASH, STORM, PERCH, CHAR, SPIDER, TICK, BLADE, STATE, EEL, MITE, SHARK, CATFISH, SCORPION, CRIBS, BLACK WIDOW, JACKASS","[['MITE', 'SCORPION', 'SPIDER', 'TICK'], ['CHAR', 'EEL', 'PERCH', 'SHARK'], ['BLACK WIDOW', 'BLADE', 'FLASH', 'STORM'], ['CATFISH', 'CRIBS', 'JACKASS', 'STATE']]","ARACHNIDS - ['MITE', 'SCORPION', 'SPIDER', 'TICK']
FISH - ['CHAR', 'EEL', 'PERCH', 'SHARK']
SUPERHEROES - ['BLACK WIDOW', 'BLADE', 'FLASH', 'STORM']
MTV SHOWS - ['CATFISH', 'CRIBS', 'JACKASS', 'STATE']"
"ASTEROID, POST, HANDFUL, JOURNAL, SOME, GLOBE, PAIR, MOON, MELLON, LYME, SUN, SEVERAL, PLUMB, COMET, FEW, PLANET","[['FEW', 'HANDFUL', 'SEVERAL', 'SOME'], ['ASTEROID', 'COMET', 'MOON', 'PLANET'], ['GLOBE', 'JOURNAL', 'POST', 'SUN'], ['LYME', 'MELLON', 'PAIR', 'PLUMB']]","UNSPECIFIED QUANTITIES - ['FEW', 'HANDFUL', 'SEVERAL', 'SOME']
CELESTIAL OBJECTS - ['ASTEROID', 'COMET', 'MOON', 'PLANET']
NEWSPAPERS - ['GLOBE', 'JOURNAL', 'POST', 'SUN']
FRUIT HOMOPHONES - ['LYME', 'MELLON', 'PAIR', 'PLUMB']"
"SCREAM, PURGE, PENDANT, CHARM, BANGLE, BROOCH, SAW, RING, RINK, COURT, FIELD, DELIGHT, ANKLET, PLEASE, DIAMOND, TICKLE","[['PURGE', 'RING', 'SAW', 'SCREAM'], ['COURT', 'DIAMOND', 'FIELD', 'RINK'], ['CHARM', 'DELIGHT', 'PLEASE', 'TICKLE'], ['ANKLET', 'BANGLE', 'BROOCH', 'PENDANT']]","HORROR FRANCHISES - ['PURGE', 'RING', 'SAW', 'SCREAM']
SPORTS VENUES - ['COURT', 'DIAMOND', 'FIELD', 'RINK']
MAKE HAPPY - ['CHARM', 'DELIGHT', 'PLEASE', 'TICKLE']
JEWELRY - ['ANKLET', 'BANGLE', 'BROOCH', 'PENDANT']"
"WEST, MOOT, SELLING, GENIUS, GIFT, FLAIR, BUSH, MATE, FACULTY, HAWKING, OPPENHEIMER, FEYNMAN, EINSTEIN, BARBIE, MATCH, CRIKEY","[['EINSTEIN', 'FEYNMAN', 'HAWKING', 'OPPENHEIMER'], ['FACULTY', 'FLAIR', 'GENIUS', 'GIFT'], ['BARBIE', 'BUSH', 'CRIKEY', 'MATE'], ['MATCH', 'MOOT', 'SELLING', 'WEST']]","THEORETICAL PHYSICISTS - ['EINSTEIN', 'FEYNMAN', 'HAWKING', 'OPPENHEIMER']
TALENT - ['FACULTY', 'FLAIR', 'GENIUS', 'GIFT']
AUSTRALIAN TERMS - ['BARBIE', 'BUSH', 'CRIKEY', 'MATE']
___ POINT - ['MATCH', 'MOOT', 'SELLING', 'WEST']"
"FE, PI, HE, ME, NA, NU, TI, FA, MU, PA, CO, LA, NI, MA, DO, XI","[['CO', 'MA', 'ME', 'PA'], ['DO', 'FA', 'LA', 'TI'], ['MU', 'NU', 'PI', 'XI'], ['FE', 'HE', 'NA', 'NI']]","STATE ABBREVIATIONS - ['CO', 'MA', 'ME', 'PA']
MUSICAL NOTES - ['DO', 'FA', 'LA', 'TI']
GREEK LETTERS - ['MU', 'NU', 'PI', 'XI']
PERIODIC TABLE SYMBOLS - ['FE', 'HE', 'NA', 'NI']"
"BUTTON, BUCKLE, KANGAROO, JACK, OBVIOUS, PLANK, CURL, SNAP, PRESS, NADA, PLANET, LUNGE, ZIP, NOTHING, SQUAT, CRUNCH","[['BUCKLE', 'BUTTON', 'SNAP', 'ZIP'], ['JACK', 'NADA', 'NOTHING', 'SQUAT'], ['CURL', 'LUNGE', 'PLANK', 'PRESS'], ['CRUNCH', 'KANGAROO', 'OBVIOUS', 'PLANET']]","FASTENING VERBS - ['BUCKLE', 'BUTTON', 'SNAP', 'ZIP']
SLANG FOR ZERO - ['JACK', 'NADA', 'NOTHING', 'SQUAT']
GYM EXERCISES - ['CURL', 'LUNGE', 'PLANK', 'PRESS']
“CAPTAINS” - ['CRUNCH', 'KANGAROO', 'OBVIOUS', 'PLANET']"
"FLY, CHUM, REX, BONE, OBSERVE, SEE, BAIT, CATCH, SPOT, ROVER, FIDO, STORM, SHIRT, SINKER, LUCKY, NOTICE","[['FIDO', 'LUCKY', 'ROVER', 'SPOT'], ['CATCH', 'NOTICE', 'OBSERVE', 'SEE'], ['BAIT', 'CHUM', 'FLY', 'SINKER'], ['BONE', 'REX', 'SHIRT', 'STORM']]","CLASSIC DOG NAMES - ['FIDO', 'LUCKY', 'ROVER', 'SPOT']
PERCEIVE - ['CATCH', 'NOTICE', 'OBSERVE', 'SEE']
FISHING TERMS - ['BAIT', 'CHUM', 'FLY', 'SINKER']
T-___ - ['BONE', 'REX', 'SHIRT', 'STORM']"
"CIRCUS, LIQUID, AIR, JUICE, WATER, VIGOR, EARTH, FIRE, SPIRIT, SATURN, STEAM, SOLID, PLASMA, WEDDING, GAS, TREE","[['GAS', 'LIQUID', 'PLASMA', 'SOLID'], ['JUICE', 'SPIRIT', 'STEAM', 'VIGOR'], ['AIR', 'EARTH', 'FIRE', 'WATER'], ['CIRCUS', 'SATURN', 'TREE', 'WEDDING']]","STATES OF MATTER - ['GAS', 'LIQUID', 'PLASMA', 'SOLID']
ENERGY - ['JUICE', 'SPIRIT', 'STEAM', 'VIGOR']
CLASSICAL ELEMENTS - ['AIR', 'EARTH', 'FIRE', 'WATER']
THINGS WITH RINGS - ['CIRCUS', 'SATURN', 'TREE', 'WEDDING']"
"JUROR, MONTH, CENTURY, DECADE, MILLENNIUM, EGG, ROSE, WHISTLER, YEAR, MUNCH, PANCAKE, WAFFLE, CLOSE, CEREAL, BACON, OMELET","[['CENTURY', 'DECADE', 'MILLENNIUM', 'YEAR'], ['CEREAL', 'OMELET', 'PANCAKE', 'WAFFLE'], ['BACON', 'CLOSE', 'MUNCH', 'WHISTLER'], ['EGG', 'JUROR', 'MONTH', 'ROSE']]","TIME PERIODS - ['CENTURY', 'DECADE', 'MILLENNIUM', 'YEAR']
BREAKFAST FOODS - ['CEREAL', 'OMELET', 'PANCAKE', 'WAFFLE']
PAINTERS - ['BACON', 'CLOSE', 'MUNCH', 'WHISTLER']
ONE IN A DOZEN - ['EGG', 'JUROR', 'MONTH', 'ROSE']"
"MILLER, MEAL, ROOT, CAKE, DISTORT, ONE, FISHER, FUDGE, DOCTOR, DANCE, TART, COBBLER, TWIST, PIE, SMITH, MASON","[['CAKE', 'COBBLER', 'PIE', 'TART'], ['FISHER', 'MASON', 'MILLER', 'SMITH'], ['DISTORT', 'DOCTOR', 'FUDGE', 'TWIST'], ['DANCE', 'MEAL', 'ONE', 'ROOT']]","DESSERTS - ['CAKE', 'COBBLER', 'PIE', 'TART']
OCCUPATIONAL SURNAMES - ['FISHER', 'MASON', 'MILLER', 'SMITH']
ALTER DECEPTIVELY - ['DISTORT', 'DOCTOR', 'FUDGE', 'TWIST']
SQUARE ___ - ['DANCE', 'MEAL', 'ONE', 'ROOT']"
"STERLING, SUPER, CARROT, QUART, VERY, RAND, GALLON, REAL, PINT, CUP, COFFEE, SPONGE, WON, POUND, QUITE, AWFUL","[['CUP', 'GALLON', 'PINT', 'QUART'], ['AWFUL', 'QUITE', 'SUPER', 'VERY'], ['RAND', 'REAL', 'STERLING', 'WON'], ['CARROT', 'COFFEE', 'POUND', 'SPONGE']]","UNITS OF VOLUME - ['CUP', 'GALLON', 'PINT', 'QUART']
EXTREMELY - ['AWFUL', 'QUITE', 'SUPER', 'VERY']
WORLD CURRENCIES - ['RAND', 'REAL', 'STERLING', 'WON']
___ CAKE - ['CARROT', 'COFFEE', 'POUND', 'SPONGE']"
"WEDGE, CROCK, CHUM, MARY JANE, PUMP, POT, WOK, SLIDE, HERB, MATE, WEED, GRASS, CLOG, SKILLET, PAL, BUD","[['BUD', 'CHUM', 'MATE', 'PAL'], ['CROCK', 'POT', 'SKILLET', 'WOK'], ['CLOG', 'PUMP', 'SLIDE', 'WEDGE'], ['GRASS', 'HERB', 'MARY JANE', 'WEED']]","FRIEND - ['BUD', 'CHUM', 'MATE', 'PAL']
COOKWEAR - ['CROCK', 'POT', 'SKILLET', 'WOK']
SHOES - ['CLOG', 'PUMP', 'SLIDE', 'WEDGE']
SLANG FOR CANNABIS - ['GRASS', 'HERB', 'MARY JANE', 'WEED']"
"COOLER, SLEEPING BAG, LANTERN, BARB, WEE, CAMPER, TENT, SLIGHT, MEAL, MINUTE, DISS, DIG, SMALL, MEDIUM, HOUR, JAB","[['COOLER', 'LANTERN', 'SLEEPING BAG', 'TENT'], ['BARB', 'DIG', 'DISS', 'JAB'], ['MINUTE', 'SLIGHT', 'SMALL', 'WEE'], ['CAMPER', 'HOUR', 'MEAL', 'MEDIUM']]","CAMPING SUPPLIES - ['COOLER', 'LANTERN', 'SLEEPING BAG', 'TENT']
INSULT - ['BARB', 'DIG', 'DISS', 'JAB']
TINY - ['MINUTE', 'SLIGHT', 'SMALL', 'WEE']
HAPPY ___ - ['CAMPER', 'HOUR', 'MEAL', 'MEDIUM']"
"COLORADO, SOPRANO, CRUSH, NEVADA, MONTANA, KANSAS, YES, RUSH, STARK, GENESIS, ARIZONA, SQUIRT, HAWK, SPRITE, MUG, UTAH","[['ARIZONA', 'COLORADO', 'NEVADA', 'UTAH'], ['CRUSH', 'MUG', 'SPRITE', 'SQUIRT'], ['GENESIS', 'KANSAS', 'RUSH', 'YES'], ['HAWK', 'MONTANA', 'SOPRANO', 'STARK']]","U.S. MOUNTAIN STATES - ['ARIZONA', 'COLORADO', 'NEVADA', 'UTAH']
SODA BRANDS - ['CRUSH', 'MUG', 'SPRITE', 'SQUIRT']
CLASSIC ROCK BANDS - ['GENESIS', 'KANSAS', 'RUSH', 'YES']
TONY ___ - ['HAWK', 'MONTANA', 'SOPRANO', 'STARK']"
"COMET, SINGER, CHOCOLATE, VIXEN, DANCER, STAND-UP, DASHER, TASTE, SANTA, ROSE, BOYS, CARD, LIEUTENANT, HEART, ACTOR, CUPID","[['ACTOR', 'DANCER', 'SINGER', 'STAND-UP'], ['COMET', 'CUPID', 'DASHER', 'VIXEN'], ['CARD', 'CHOCOLATE', 'HEART', 'ROSE'], ['BOYS', 'LIEUTENANT', 'SANTA', 'TASTE']]","PERFORMING ARTISTS - ['ACTOR', 'DANCER', 'SINGER', 'STAND-UP']
SANTA’S REINDEER - ['COMET', 'CUPID', 'DASHER', 'VIXEN']
SEEN ON VALENTINE’S DAY - ['CARD', 'CHOCOLATE', 'HEART', 'ROSE']
“BAD ___” MOVIES - ['BOYS', 'LIEUTENANT', 'SANTA', 'TASTE']"
